Dates,Category,DayOfWeek,PdDistrict,Address,X,Y
2015-05-13 13:58:00,ROBBERY,Wednesday,CENTRAL,300 Block of BAY ST,-122.412803753,37.8057739876
2015-05-13 13:58:00,ASSAULT,Wednesday,CENTRAL,300 Block of BAY ST,-122.412803753,37.8057739876
2015-05-13 13:47:00,OTHER OFFENSES,Wednesday,TENDERLOIN,GOLDEN GATE AV / HYDE ST,-122.4155082428,37.7816542806
2015-05-13 13:41:00,OTHER OFFENSES,Wednesday,SOUTHERN,HARRISON ST / 2ND ST,-122.3951631545,37.7843096999
2015-05-13 13:40:00,WARRANTS,Wednesday,TENDERLOIN,200 Block of GOLDEN GATE AV,-122.4142633904,37.7817569848
2015-05-13 13:30:00,LARCENY/THEFT,Wednesday,CENTRAL,LEAVENWORTH ST / LOMBARD ST,-122.4179701411,37.8022023204
2015-05-13 13:30:00,LARCENY/THEFT,Wednesday,TARAVAL,25TH AV / NORIEGA ST,-122.4828986941,37.753955026
2015-05-13 13:30:00,VANDALISM,Wednesday,TARAVAL,25TH AV / NORIEGA ST,-122.4828986941,37.753955026
2015-05-13 13:19:00,WARRANTS,Wednesday,NORTHERN,400 Block of GOLDEN GATE AV,-122.4179820211,37.7812853696
2015-05-13 13:19:00,DRUG/NARCOTIC,Wednesday,MISSION,17TH ST / MISSION ST,-122.4195157084,37.7634292328
2015-05-13 13:19:00,OTHER OFFENSES,Wednesday,MISSION,17TH ST / MISSION ST,-122.4195157084,37.7634292328
2015-05-13 13:19:00,OTHER OFFENSES,Wednesday,MISSION,17TH ST / MISSION ST,-122.4195157084,37.7634292328
2015-05-13 13:19:00,DRUG/NARCOTIC,Wednesday,MISSION,17TH ST / MISSION ST,-122.4195157084,37.7634292328
2015-05-13 13:14:00,ROBBERY,Wednesday,NORTHERN,2300 Block of FILLMORE ST,-122.4342251741,37.7911685256
2015-05-13 13:05:00,LARCENY/THEFT,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034047915,37.7754207067
2015-05-13 13:00:00,BURGLARY,Wednesday,NORTHERN,2300 Block of FILLMORE ST,-122.4343618671,37.7911511887
2015-05-13 13:00:00,BURGLARY,Wednesday,INGLESIDE,200 Block of STILLINGS AV,-122.4448541419,37.7344981113
2015-05-13 13:00:00,ASSAULT,Wednesday,SOUTHERN,500 Block of MISSION ST,-122.3995453366,37.7881291794
2015-05-13 13:00:00,LARCENY/THEFT,Wednesday,NORTHERN,2300 Block of FILLMORE ST,-122.4343618671,37.7911511887
2015-05-13 12:59:00,OTHER OFFENSES,Wednesday,TENDERLOIN,MASON ST / EDDY ST,-122.4093131114,37.7843478513
2015-05-13 12:45:00,SUSPICIOUS OCC,Wednesday,RICHMOND,GEARY BL / 27TH AV,-122.4868783321,37.7799923701
2015-05-13 12:37:00,NON-CRIMINAL,Wednesday,NORTHERN,IVY ST / GOUGH ST,-122.4230767273,37.7773502637
2015-05-13 12:35:00,SUSPICIOUS OCC,Wednesday,SOUTHERN,4TH ST / MISSION ST,-122.4042701795,37.7844788539
2015-05-13 12:30:00,WARRANTS,Wednesday,TARAVAL,1800 Block of IRVING ST,-122.477696049,37.7635915439
2015-05-13 12:30:00,ASSAULT,Wednesday,BAYVIEW,700 Block of KIRKWOOD AV,-122.3740193318,37.7292033565
2015-05-13 12:30:00,SECONDARY CODES,Wednesday,BAYVIEW,700 Block of KIRKWOOD AV,-122.3740193318,37.7292033565
2015-05-13 12:30:00,NON-CRIMINAL,Wednesday,CENTRAL,300 Block of STOCKTON ST,-122.4068865036,37.7887345764
2015-05-13 12:30:00,FRAUD,Wednesday,CENTRAL,300 Block of STOCKTON ST,-122.4068865036,37.7887345764
2015-05-13 12:30:00,ASSAULT,Wednesday,BAYVIEW,700 Block of KIRKWOOD AV,-122.3740193318,37.7292033565
2015-05-13 12:30:00,NON-CRIMINAL,Wednesday,TARAVAL,1600 Block of LINCOLN WY,-122.4756554838,37.7654140465
2015-05-13 12:23:00,NON-CRIMINAL,Wednesday,BAYVIEW,7TH ST / IRWIN ST,-122.3974261947,37.7684401586
2015-05-13 12:21:00,KIDNAPPING,Wednesday,INGLESIDE,1500 Block of DOLORES ST,-122.4243477257,37.7450456172
2015-05-13 12:21:00,ASSAULT,Wednesday,INGLESIDE,1500 Block of DOLORES ST,-122.4243477257,37.7450456172
2015-05-13 12:20:00,ROBBERY,Wednesday,NORTHERN,1500 Block of CALIFORNIA ST,-122.4198885782,37.7907353817
2015-05-13 12:00:00,NON-CRIMINAL,Wednesday,RICHMOND,100 Block of FUNSTON AV,-122.4720482552,37.7853902154
2015-05-13 12:00:00,SUSPICIOUS OCC,Wednesday,RICHMOND,100 Block of FUNSTON AV,-122.4720482552,37.7853902154
2015-05-13 12:00:00,VEHICLE THEFT,Wednesday,NORTHERN,600 Block of VANNESS AV,-122.4206913867,37.7814832524
2015-05-13 12:00:00,NON-CRIMINAL,Wednesday,CENTRAL,700 Block of VALLEJO ST,-122.4097916623,37.798508348
2015-05-13 12:00:00,VANDALISM,Wednesday,INGLESIDE,200 Block of BLYTHDALE AV,-122.4205298011,37.7110023301
2015-05-13 12:00:00,VEHICLE THEFT,Wednesday,SOUTHERN,600 Block of 8TH ST,-122.4046854099,37.7706290273
2015-05-13 11:40:00,NON-CRIMINAL,Wednesday,PARK,900 Block of PAGE ST,-122.4364041321,37.7722545445
2015-05-13 11:30:00,SUSPICIOUS OCC,Wednesday,SOUTHERN,0 Block of 6TH ST,-122.4090112066,37.7811340568
2015-05-13 11:30:00,LARCENY/THEFT,Wednesday,NORTHERN,500 Block of LARKIN ST,-122.4173673297,37.7828626237
2015-05-13 11:30:00,MISSING PERSON,Wednesday,SOUTHERN,0 Block of DORE ST,-122.413045972,37.7738617772
2015-05-13 11:22:00,LARCENY/THEFT,Wednesday,CENTRAL,700 Block of COLUMBUS AV,-122.4120042503,37.8014864743
2015-05-13 11:00:00,WARRANTS,Wednesday,INGLESIDE,5300 Block of DIAMONDHEIGHTS BL,-122.4362668705,37.7427715593
2015-05-13 11:00:00,LARCENY/THEFT,Wednesday,NORTHERN,POLK ST / WILLOW ST,-122.4192748014,37.7835680535
2015-05-13 10:30:00,SUSPICIOUS OCC,Wednesday,TARAVAL,1800 Block of 29TH AV,-122.4871858654,37.7528149846
2015-05-13 10:30:00,MISSING PERSON,Wednesday,CENTRAL,1000 Block of BUSH ST,-122.414576897,37.7894768076
2015-05-13 10:30:00,LARCENY/THEFT,Wednesday,MISSION,17TH ST / MISSION ST,-122.4195157084,37.7634292328
2015-05-13 10:30:00,LARCENY/THEFT,Wednesday,MISSION,VALENCIA ST / 17TH ST,-122.4217337678,37.7632996946
2015-05-13 10:22:00,LARCENY/THEFT,Wednesday,CENTRAL,800 Block of JONES ST,-122.4137050589,37.7890640479
2015-05-13 10:15:00,VEHICLE THEFT,Wednesday,SOUTHERN,0 Block of MAIN ST,-122.3957715668,37.7924309627
2015-05-13 10:05:00,SUSPICIOUS OCC,Wednesday,NORTHERN,600 Block of EDDY ST,-122.4183820086,37.7832583771
2015-05-13 10:00:00,ASSAULT,Wednesday,CENTRAL,1200 Block of UNION ST,-122.4202227027,37.7989964987
2015-05-13 10:00:00,BURGLARY,Wednesday,MISSION,2000 Block of MISSION ST,-122.4195203679,37.7642289357
2015-05-13 10:00:00,NON-CRIMINAL,Wednesday,RICHMOND,25TH AV / CLEMENT ST,-122.484873335,37.7820231786
2015-05-13 09:46:00,ASSAULT,Wednesday,MISSION,800 Block of CAPP ST,-122.41749943,37.7530846714
2015-05-13 09:46:00,DRUG/NARCOTIC,Wednesday,PARK,HAIGHT ST / STANYAN ST,-122.4535345607,37.7691662978
2015-05-13 09:46:00,WARRANTS,Wednesday,PARK,HAIGHT ST / STANYAN ST,-122.4535345607,37.7691662978
2015-05-13 09:40:00,LARCENY/THEFT,Wednesday,NORTHERN,1100 Block of FILLMORE ST,-122.4319795764,37.780047853
2015-05-13 09:40:00,ASSAULT,Wednesday,INGLESIDE,CRESCENT AV / FOLSOM ST,-122.4136899866,37.7347306985
2015-05-13 09:40:00,SECONDARY CODES,Wednesday,INGLESIDE,CRESCENT AV / FOLSOM ST,-122.4136899866,37.7347306985
2015-05-13 09:36:00,LARCENY/THEFT,Wednesday,INGLESIDE,0 Block of GLADYS ST,-122.4228656841,37.7394765722
2015-05-13 09:30:00,MISSING PERSON,Wednesday,CENTRAL,1800 Block of MASON ST,-122.4126631348,37.8006355478
2015-05-13 09:30:00,MISSING PERSON,Wednesday,CENTRAL,1800 Block of MASON ST,-122.4126631348,37.8006355478
2015-05-13 09:30:00,BURGLARY,Wednesday,MISSION,2200 Block of MISSION ST,-122.4193501732,37.7610160912
2015-05-13 09:30:00,SUSPICIOUS OCC,Wednesday,TENDERLOIN,GOLDEN GATE AV / HYDE ST,-122.4155082428,37.7816542806
2015-05-13 09:30:00,DRUG/NARCOTIC,Wednesday,TENDERLOIN,GOLDEN GATE AV / HYDE ST,-122.4155082428,37.7816542806
2015-05-13 09:00:00,RUNAWAY,Wednesday,INGLESIDE,5700 Block of MISSION ST,-122.4496749805,37.7097625261
2015-05-13 09:00:00,LARCENY/THEFT,Wednesday,NORTHERN,500 Block of HAYES ST,-122.4254162901,37.7766280228
2015-05-13 09:00:00,DRUG/NARCOTIC,Wednesday,TENDERLOIN,ELLIS ST / JONES ST,-122.4127840965,37.784865694
2015-05-13 09:00:00,OTHER OFFENSES,Wednesday,TENDERLOIN,ELLIS ST / JONES ST,-122.4127840965,37.784865694
2015-05-13 09:00:00,VEHICLE THEFT,Wednesday,SOUTHERN,ZOE ST / BRANNAN ST,-122.3953086506,37.779297019
2015-05-13 09:00:00,LARCENY/THEFT,Wednesday,PARK,DIVISADERO ST / TURK ST,-122.4387417374,37.779659315
2015-05-13 08:55:00,VEHICLE THEFT,Wednesday,TARAVAL,1700 Block of 11TH AV,-122.4677968027,37.7555414681
2015-05-13 08:41:00,OTHER OFFENSES,Wednesday,CENTRAL,1100 Block of BUSH ST,-122.4161992045,37.7891587713
2015-05-13 08:36:00,OTHER OFFENSES,Wednesday,NORTHERN,BROADWAY ST / VANNESS AV,-122.4234130572,37.7957371092
2015-05-13 08:30:00,NON-CRIMINAL,Wednesday,NORTHERN,VANNESS AV / ELLIS ST,-122.4210119277,37.7838226942
2015-05-13 08:17:00,OTHER OFFENSES,Wednesday,CENTRAL,1100 Block of CALIFORNIA ST,-122.4132888725,37.791465533
2015-05-13 08:16:00,OTHER OFFENSES,Wednesday,MISSION,CESAR CHAVEZ ST / GUERRERO ST,-122.4224904103,37.7480144419
2015-05-13 08:10:00,LARCENY/THEFT,Wednesday,MISSION,2000 Block of MARKET ST,-122.4269556317,37.7692470632
2015-05-13 08:00:00,BURGLARY,Wednesday,INGLESIDE,1600 Block of SUNNYDALE AV,-122.4171448024,37.7121502933
2015-05-13 08:00:00,MISSING PERSON,Wednesday,PARK,1800 Block of EDDY ST,-122.438098378,37.7806388584
2015-05-13 08:00:00,OTHER OFFENSES,Wednesday,MISSION,24TH ST / FOLSOM ST,-122.4140890007,37.7525050786
2015-05-13 08:00:00,ASSAULT,Wednesday,MISSION,24TH ST / FOLSOM ST,-122.4140890007,37.7525050786
2015-05-13 08:00:00,LARCENY/THEFT,Wednesday,BAYVIEW,LOOMIS ST / FLOWER ST,-122.4045993899,37.742118892
2015-05-13 07:59:00,ASSAULT,Wednesday,MISSION,23RD ST / UTAH ST,-122.4054557892,37.7543370821
2015-05-13 07:59:00,ASSAULT,Wednesday,MISSION,23RD ST / UTAH ST,-122.4054557892,37.7543370821
2015-05-13 07:50:00,LARCENY/THEFT,Wednesday,SOUTHERN,100 Block of SPEAR ST,-122.3932282907,37.791951044
2015-05-13 07:45:00,NON-CRIMINAL,Wednesday,PARK,1300 Block of MASONIC AV,-122.4448468418,37.7683459034
2015-05-13 07:35:00,LARCENY/THEFT,Wednesday,CENTRAL,0 Block of GENOA PL,-122.4065029309,37.8012653191
2015-05-13 07:30:00,VEHICLE THEFT,Wednesday,SOUTHERN,0 Block of RAUSCH ST,-122.4097748014,37.7764436831
2015-05-13 07:20:00,LARCENY/THEFT,Wednesday,TENDERLOIN,200 Block of MASON ST,-122.4095237407,37.7857602955
2015-05-13 07:10:00,ROBBERY,Wednesday,BAYVIEW,1500 Block of SILVER AV,-122.4060922707,37.7323483235
2015-05-13 07:00:00,NON-CRIMINAL,Wednesday,RICHMOND,400 Block of 4TH AV,-122.4621386023,37.7801272992
2015-05-13 07:00:00,LARCENY/THEFT,Wednesday,MISSION,2100 Block of ALAMEDA ST,-122.4063276288,37.7684983462
2015-05-13 07:00:00,BURGLARY,Wednesday,RICHMOND,100 Block of SUTROHEIGHTS AV,-122.508631807,37.776069489
2015-05-13 06:45:00,BURGLARY,Wednesday,SOUTHERN,100 Block of LANGTON ST,-122.4073889731,37.7756106325
2015-05-13 06:40:00,LARCENY/THEFT,Wednesday,RICHMOND,3700 Block of CALIFORNIA ST,-122.4554684252,37.7862109737
2015-05-13 06:15:00,WARRANTS,Wednesday,PARK,1700 Block of OAK ST,-122.4481619247,37.7718254753
2015-05-13 06:15:00,VEHICLE THEFT,Wednesday,MISSION,1200 Block of UTAH ST,-122.4053224814,37.7536925213
2015-05-13 06:15:00,OTHER OFFENSES,Wednesday,PARK,1700 Block of OAK ST,-122.4481619247,37.7718254753
2015-05-13 05:57:00,ROBBERY,Wednesday,NORTHERN,GROVE ST / GOUGH ST,-122.4231683787,37.7778157445
2015-05-13 05:57:00,ASSAULT,Wednesday,NORTHERN,GROVE ST / GOUGH ST,-122.4231683787,37.7778157445
2015-05-13 05:57:00,OTHER OFFENSES,Wednesday,NORTHERN,GROVE ST / GOUGH ST,-122.4231683787,37.7778157445
2015-05-13 05:55:00,LARCENY/THEFT,Wednesday,NORTHERN,300 Block of GROVE ST,-122.4223481439,37.777861776
2015-05-13 05:55:00,ROBBERY,Wednesday,NORTHERN,300 Block of GROVE ST,-122.4223481439,37.777861776
2015-05-13 05:45:00,LARCENY/THEFT,Wednesday,PARK,0 Block of CLIFFORD TR,-122.4436185232,37.7639520346
2015-05-13 05:45:00,VANDALISM,Wednesday,PARK,0 Block of CLIFFORD TR,-122.4436185232,37.7639520346
2015-05-13 05:25:00,OTHER OFFENSES,Wednesday,NORTHERN,900 Block of OFARRELL ST,-122.4203753682,37.7848006212
2015-05-13 05:25:00,SECONDARY CODES,Wednesday,NORTHERN,900 Block of OFARRELL ST,-122.4203753682,37.7848006212
2015-05-13 05:10:00,LARCENY/THEFT,Wednesday,TENDERLOIN,JONES ST / GOLDEN GATE AV,-122.4122241647,37.7820729312
2015-05-13 05:00:00,DRUG/NARCOTIC,Wednesday,NORTHERN,1300 Block of WEBSTER ST,-122.4310463661,37.7830295716
2015-05-13 05:00:00,BURGLARY,Wednesday,NORTHERN,1300 Block of WEBSTER ST,-122.4310463661,37.7830295716
2015-05-13 05:00:00,OTHER OFFENSES,Wednesday,NORTHERN,1300 Block of WEBSTER ST,-122.4310463661,37.7830295716
2015-05-13 04:45:00,ASSAULT,Wednesday,SOUTHERN,1500 Block of MARKET ST,-122.4196667179,37.774682333
2015-05-13 04:45:00,KIDNAPPING,Wednesday,SOUTHERN,1500 Block of MARKET ST,-122.4196667179,37.774682333
2015-05-13 04:45:00,ROBBERY,Wednesday,SOUTHERN,1500 Block of MARKET ST,-122.4196667179,37.774682333
2015-05-13 04:05:00,ROBBERY,Wednesday,INGLESIDE,SAINT MARYS AV / MISSION ST,-122.4261146369,37.7339541276
2015-05-13 04:05:00,OTHER OFFENSES,Wednesday,INGLESIDE,SAINT MARYS AV / MISSION ST,-122.4261146369,37.7339541276
2015-05-13 04:05:00,VANDALISM,Wednesday,INGLESIDE,SAINT MARYS AV / MISSION ST,-122.4261146369,37.7339541276
2015-05-13 04:00:00,LARCENY/THEFT,Wednesday,TARAVAL,700 Block of MOUNT VERNON AV,-122.4512100366,37.7195724419
2015-05-13 03:09:00,NON-CRIMINAL,Wednesday,NORTHERN,1000 Block of POLK ST,-122.4198582773,37.7861371252
2015-05-13 02:33:00,NON-CRIMINAL,Wednesday,TARAVAL,1400 Block of 17TH AV,-122.4748574509,37.7608398099
2015-05-13 02:33:00,OTHER OFFENSES,Wednesday,TARAVAL,1400 Block of 17TH AV,-122.4748574509,37.7608398099
2015-05-13 02:30:00,SUSPICIOUS OCC,Wednesday,BAYVIEW,200 Block of PENNSYLVANIA AV,-122.3936272082,37.7636628029
2015-05-13 02:22:00,BURGLARY,Wednesday,TARAVAL,34TH AV / VICENTE ST,-122.4915243117,37.7386133212
2015-05-13 02:22:00,STOLEN PROPERTY,Wednesday,TARAVAL,34TH AV / VICENTE ST,-122.4915243117,37.7386133212
2015-05-13 02:22:00,OTHER OFFENSES,Wednesday,TARAVAL,34TH AV / VICENTE ST,-122.4915243117,37.7386133212
2015-05-13 02:18:00,NON-CRIMINAL,Wednesday,MISSION,2000 Block of MARKET ST,-122.4269556317,37.7692470632
2015-05-13 02:18:00,NON-CRIMINAL,Wednesday,MISSION,2000 Block of MARKET ST,-122.4269556317,37.7692470632
2015-05-13 02:04:00,NON-CRIMINAL,Wednesday,CENTRAL,400 Block of STOCKTON ST,-122.4069775637,37.7899181017
2015-05-13 02:00:00,LARCENY/THEFT,Wednesday,TARAVAL,2200 Block of 21ST AV,-122.4779603273,37.745738943
2015-05-13 02:00:00,VEHICLE THEFT,Wednesday,TARAVAL,47TH AV / ORTEGA ST,-122.5063465943,37.7510501764
2015-05-13 01:17:00,LARCENY/THEFT,Wednesday,TARAVAL,33RD AV / ULLOA ST,-122.4905619487,37.7405222499
2015-05-13 01:03:00,OTHER OFFENSES,Wednesday,INGLESIDE,ATHENS ST / AMAZON AV,-122.4336393969,37.7147533185
2015-05-13 01:00:00,NON-CRIMINAL,Wednesday,CENTRAL,600 Block of GEARY ST,-122.4140108147,37.7866770011
2015-05-13 01:00:00,LARCENY/THEFT,Wednesday,CENTRAL,700 Block of POST ST,-122.4141794372,37.7875024832
2015-05-13 01:00:00,ROBBERY,Wednesday,SOUTHERN,3RD ST / MISSION ST,-122.4020277069,37.7862483457
2015-05-13 00:56:00,DRIVING UNDER THE INFLUENCE,Wednesday,TARAVAL,19TH AV / WAWONA ST,-122.4752878861,37.7374527165
2015-05-13 00:56:00,OTHER OFFENSES,Wednesday,TARAVAL,19TH AV / WAWONA ST,-122.4752878861,37.7374527165
2015-05-13 00:48:00,WARRANTS,Wednesday,INGLESIDE,3100 Block of MISSION ST,-122.4187327631,37.7474955269
2015-05-13 00:40:00,NON-CRIMINAL,Wednesday,CENTRAL,900 Block of LEAVENWORTH ST,-122.4155356545,37.7897874139
2015-05-13 00:40:00,OTHER OFFENSES,Wednesday,SOUTHERN,BRYANT ST / 6TH ST,-122.4025275947,37.7760382838
2015-05-13 00:12:00,OTHER OFFENSES,Wednesday,MISSION,GUERRERO ST / 18TH ST,-122.4238030019,37.7615655928
2015-05-13 00:01:00,ASSAULT,Wednesday,RICHMOND,300 Block of 11TH AV,-122.4697662235,37.7817135599
2015-05-13 00:01:00,ASSAULT,Wednesday,RICHMOND,300 Block of 11TH AV,-122.4697662235,37.7817135599
2015-05-13 00:01:00,SUSPICIOUS OCC,Wednesday,TENDERLOIN,200 Block of EDDY ST,-122.4118001348,37.7840890367
2015-05-13 00:01:00,OTHER OFFENSES,Wednesday,INGLESIDE,400 Block of EDINBURGH ST,-122.4313713141,37.7219675742
2015-05-13 00:01:00,NON-CRIMINAL,Wednesday,INGLESIDE,MISSION ST / PERSIA AV,-122.435977217,37.7231288307
2015-05-12 23:45:00,OTHER OFFENSES,Tuesday,PARK,PAGE ST / BRODERICK ST,-122.4389014508,37.7719900146
2015-05-12 23:30:00,WEAPON LAWS,Tuesday,BAYVIEW,900 Block of CONNECTICUT ST,-122.397201938,37.7535351243
2015-05-12 23:10:00,LARCENY/THEFT,Tuesday,MISSION,3200 Block of 17TH ST,-122.4190040279,37.7635175983
2015-05-12 23:00:00,MISSING PERSON,Tuesday,PARK,0 Block of SHRADER ST,-122.4528397724,37.7745145381
2015-05-12 23:00:00,NON-CRIMINAL,Tuesday,TENDERLOIN,100 Block of ELLIS ST,-122.408270724,37.7854941424
2015-05-12 23:00:00,LARCENY/THEFT,Tuesday,INGLESIDE,0 Block of TIOGA AV,-122.4040426917,37.7161490218
2015-05-12 22:37:00,ROBBERY,Tuesday,TARAVAL,3000 Block of SAN JOSE AV,-122.4574412128,37.7098427795
2015-05-12 22:37:00,OTHER OFFENSES,Tuesday,BAYVIEW,NEWHALL ST / HUDSON AV,-122.3882749823,37.7400467439
2015-05-12 22:36:00,OTHER OFFENSES,Tuesday,TARAVAL,19TH AV / MORAGA ST,-122.4765554465,37.7561080688
2015-05-12 22:35:00,LARCENY/THEFT,Tuesday,SOUTHERN,300 Block of 3RD ST,-122.3983743325,37.7834196017
2015-05-12 22:30:00,LARCENY/THEFT,Tuesday,MISSION,2000 Block of MARKET ST,-122.4276822648,37.7683148009
2015-05-12 22:30:00,VEHICLE THEFT,Tuesday,MISSION,400 Block of BARTLETT ST,-122.41939067,37.7497536972
2015-05-12 22:25:00,KIDNAPPING,Tuesday,CENTRAL,200 Block of KEARNY ST,-122.4039156816,37.7905389937
2015-05-12 22:25:00,SEX OFFENSES FORCIBLE,Tuesday,CENTRAL,200 Block of KEARNY ST,-122.4039156816,37.7905389937
2015-05-12 22:25:00,SEX OFFENSES FORCIBLE,Tuesday,CENTRAL,200 Block of KEARNY ST,-122.4039156816,37.7905389937
2015-05-12 22:23:00,OTHER OFFENSES,Tuesday,MISSION,24TH ST / POTRERO AV,-122.4063384127,37.7530042877
2015-05-12 22:07:00,LARCENY/THEFT,Tuesday,NORTHERN,GEARY BL / FILLMORE ST,-122.4329146035,37.7843533427
2015-05-12 22:02:00,OTHER OFFENSES,Tuesday,NORTHERN,POST ST / POLK ST,-122.4199301116,37.7868262082
2015-05-12 22:00:00,OTHER OFFENSES,Tuesday,SOUTHERN,800 Block of BRYANT ST,-122.4034047915,37.7754207067
2015-05-12 22:00:00,LARCENY/THEFT,Tuesday,CENTRAL,800 Block of SANSOME ST,-122.4022049517,37.797967461
2015-05-12 22:00:00,FRAUD,Tuesday,CENTRAL,1400 Block of STOCKTON ST,-122.409031506,37.7992531926
2015-05-12 22:00:00,SECONDARY CODES,Tuesday,CENTRAL,1400 Block of STOCKTON ST,-122.409031506,37.7992531926
2015-05-12 22:00:00,LARCENY/THEFT,Tuesday,INGLESIDE,4600 Block of MISSION ST,-122.4356217728,37.7234913181
2015-05-12 22:00:00,LARCENY/THEFT,Tuesday,RICHMOND,2400 Block of BUSH ST,-122.4375969632,37.7865485866
2015-05-12 22:00:00,LARCENY/THEFT,Tuesday,INGLESIDE,300 Block of TERESITA BL,-122.4498593879,37.7413509382
2015-05-12 22:00:00,VEHICLE THEFT,Tuesday,INGLESIDE,0 Block of HANOVER ST,-122.4398113722,37.7100964829
2015-05-12 22:00:00,OTHER OFFENSES,Tuesday,TARAVAL,400 Block of RANDOLPH ST,-122.4666544171,37.7142216417
2015-05-12 22:00:00,LARCENY/THEFT,Tuesday,TARAVAL,10TH AV / MORAGA ST,-122.4668618724,37.7565339498
2015-05-12 21:45:00,VEHICLE THEFT,Tuesday,NORTHERN,0 Block of SANCHEZ ST,-122.4312032913,37.768445694
2015-05-12 21:40:00,LARCENY/THEFT,Tuesday,SOUTHERN,0 Block of MISSION ST,-122.3928891458,37.7935385958
2015-05-12 21:39:00,FRAUD,Tuesday,CENTRAL,500 Block of NORTHPOINT ST,-122.4162808051,37.8062946812
2015-05-12 21:30:00,TRESPASS,Tuesday,RICHMOND,300 Block of 7TH AV,-122.4653521991,37.7819129193
2015-05-12 21:30:00,VEHICLE THEFT,Tuesday,INGLESIDE,3200 Block of MISSION ST,-122.4205263091,37.7447254714
2015-05-12 21:30:00,LARCENY/THEFT,Tuesday,MISSION,VALENCIA ST / 14TH ST,-122.4222015798,37.7681403837
2015-05-12 21:21:00,LARCENY/THEFT,Tuesday,TARAVAL,1100 Block of OCEAN AV,-122.4556158615,37.723859012
2015-05-12 21:20:00,LARCENY/THEFT,Tuesday,CENTRAL,100 Block of GREEN ST,-122.4017107713,37.8003670398
2015-05-12 21:20:00,LARCENY/THEFT,Tuesday,CENTRAL,100 Block of GREEN ST,-122.4017107713,37.8003670398
2015-05-12 21:13:00,LARCENY/THEFT,Tuesday,BAYVIEW,2600 Block of SAN BRUNO AV,-122.4039070042,37.728205588
2015-05-12 21:10:00,LARCENY/THEFT,Tuesday,SOUTHERN,FRANKLIN ST / MARKET ST,-122.4202549603,37.7743581711
2015-05-12 21:08:00,LARCENY/THEFT,Tuesday,CENTRAL,700 Block of POST ST,-122.4141794372,37.7875024832
2015-05-12 21:00:00,LARCENY/THEFT,Tuesday,SOUTHERN,200 Block of MARKET ST,-122.3970341901,37.7928236509
2015-05-12 21:00:00,ASSAULT,Tuesday,INGLESIDE,0 Block of BROOKDALE AV,-122.4208641465,37.712199826
2015-05-12 21:00:00,VEHICLE THEFT,Tuesday,TARAVAL,2200 Block of 44TH AV,-122.5026048511,37.744653003
2015-05-12 21:00:00,LARCENY/THEFT,Tuesday,CENTRAL,700 Block of POST ST,-122.4141794372,37.7875024832
2015-05-12 21:00:00,VEHICLE THEFT,Tuesday,TARAVAL,2200 Block of 46TH AV,-122.504748848,37.7445586175
2015-05-12 21:00:00,VEHICLE THEFT,Tuesday,INGLESIDE,ALEMANY BL / ONONDAGA AV,-122.4386424011,37.721626369
2015-05-12 21:00:00,VEHICLE THEFT,Tuesday,MISSION,26TH ST / DOLORES ST,-122.4248449941,37.7486325222
2015-05-12 20:55:00,LARCENY/THEFT,Tuesday,TARAVAL,1100 Block of OCEAN AV,-122.4556158615,37.723859012
2015-05-12 20:45:00,LARCENY/THEFT,Tuesday,INGLESIDE,0 Block of FRANCONIA ST,-122.4082620896,37.7467796393
2015-05-12 20:35:00,NON-CRIMINAL,Tuesday,TENDERLOIN,100 Block of EDDY ST,-122.4101352364,37.7841889075
2015-05-12 20:30:00,VEHICLE THEFT,Tuesday,BAYVIEW,1300 Block of INDIANA ST,-122.3907316755,37.7539240731
2015-05-12 20:30:00,BURGLARY,Tuesday,MISSION,600 Block of ELIZABETH ST,-122.435296235,37.7520797387
2015-05-12 20:30:00,LARCENY/THEFT,Tuesday,PARK,0 Block of CRESTLINE DR,-122.4464321009,37.7502410579
2015-05-12 20:30:00,OTHER OFFENSES,Tuesday,BAYVIEW,NEWHALL ST / LASALLE AV,-122.3905219396,37.7375439839
2015-05-12 20:30:00,LARCENY/THEFT,Tuesday,CENTRAL,BEACH ST / LARKIN ST,-122.4221994448,37.8064351104
2015-05-12 20:30:00,ASSAULT,Tuesday,SOUTHERN,7TH ST / MARKET ST,-122.4125153414,37.7804777481
2015-05-12 20:20:00,NON-CRIMINAL,Tuesday,TARAVAL,1600 Block of 9TH AV,-122.4659227636,37.7574923528
2015-05-12 20:15:00,LARCENY/THEFT,Tuesday,NORTHERN,400 Block of HAYES ST,-122.4237716401,37.7768378928
2015-05-12 20:10:00,LARCENY/THEFT,Tuesday,TARAVAL,3200 Block of 20TH AV,-122.4756474608,37.7285280627
2015-05-12 20:00:00,LARCENY/THEFT,Tuesday,CENTRAL,200 Block of POST ST,-122.4060002185,37.7885406193
2015-05-12 20:00:00,LARCENY/THEFT,Tuesday,SOUTHERN,500 Block of BRANNAN ST,-122.3977132264,37.7774696662
2015-05-12 20:00:00,VEHICLE THEFT,Tuesday,INGLESIDE,100 Block of ADDISON ST,-122.4325132683,37.7377582825
2015-05-12 20:00:00,FRAUD,Tuesday,SOUTHERN,200 Block of KING ST,-122.3931106407,37.777310322
